"name","lat","lng","population","toBernPerHMon","toBernPerHTue","toBernPerHWed","toBernPerHThu","toBernPerHFri","toBernPerHSat","toBernPerHSun","toBernAnyDay","toZhPerHMon","toZhPerHTue","toZhPerHWed","toZhPerHThu","toZhPerHFri","toZhPerHSat","toZhPerHSun","toZhAnyDay","avDurToZh","avDurToBern"
"Adliswil",47.311762,8.52491,18605,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,14.4,NA
"Horgen",47.260692,8.597683,20207,0,0,0,0,0,0,0,0,12.5906432748538,12.5906432748538,12.5906432748538,12.5906432748538,12.5906432748538,12.5906432748538,12.5906432748538,12.5906432748538,25.2434045423176,NA
"Kilchberg (ZH)",47.325426,8.548375,8098,0,0,0,0,0,0,0,0,47.1052631578947,47.1052631578947,47.1052631578947,47.1052631578947,47.1052631578947,47.1052631578947,47.1052631578947,47.1052631578947,14.927018831023,NA
"Langnau am Albis",47.280358,8.528414,7452,0,0,0,0,0,0,0,0,7.125,7.125,7.125,7.125,7.125,7.125,7.125,7.125,20.5,NA
"Oberrieden",47.278074,8.576097,5037,0,0,0,0,0,0,0,0,8.98335582546109,8.98335582546109,8.98335582546109,8.98335582546109,8.98335582546109,8.98335582546109,8.98335582546109,8.98335582546109,24.2554138795987,NA
"Richterswil",47.209108,8.701705,13198,0,0,0,0,0,0,0,0,9.31578947368421,9.31578947368421,9.31578947368421,9.31578947368421,9.31578947368421,9.31578947368421,9.31578947368421,9.31578947368421,35.957881773399,NA
"Rüschlikon",47.307465,8.554642,5674,0,0,0,0,0,0,0,0,9.63157894736842,9.63157894736842,9.63157894736842,9.63157894736842,9.63157894736842,9.63157894736842,9.63157894736842,9.63157894736842,17.6940133037694,NA
"Thalwil",47.294433,8.563576,17747,0,0,0,0,0,0,0,0,17.8947368421053,17.8947368421053,17.8947368421053,17.8947368421053,17.8947368421053,17.8947368421053,17.8947368421053,17.8947368421053,17.7192555293746,NA
"Wädenswil",47.227884,8.670198,21621,0,0,0,0,0,0,0,0,14.5263157894737,14.5263157894737,14.5263157894737,14.5263157894737,14.5263157894737,14.5263157894737,14.5263157894737,14.5263157894737,29.802560744944,NA
"Erlenbach (ZH)",47.301611,8.591533,5470,0,0,0,0,0,0,0,0,13.0315789473684,13.0315789473684,13.0315789473684,13.0315789473684,13.0315789473684,13.0315789473684,13.0315789473684,13.0315789473684,16.8510950141907,NA
"Herrliberg",47.290557,8.612472,6295,0,0,0,0,0,0,0,0,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,21.7777777777778,NA
"Hombrechtikon",47.252335,8.768028,8485,0,0,0,0,0,0,0,0,3.05263157894737,3.05263157894737,3.05263157894737,3.05263157894737,3.05263157894737,3.05263157894737,3.05263157894737,3.05263157894737,33.9918699186992,NA
"Männedorf",47.253174,8.691815,10593,0,0,0,0,0,0,0,0,3.26315789473684,3.26315789473684,3.26315789473684,3.26315789473684,3.26315789473684,3.26315789473684,3.26315789473684,3.26315789473684,24.4744525547445,NA
"Meilen",47.26942,8.64259,13531,0,0,0,0,0,0,0,0,10.6467105263158,10.6467105263158,10.6467105263158,10.6467105263158,10.6467105263158,10.6467105263158,10.6467105263158,10.6467105263158,25.3201754385965,NA
"Stäfa",47.241335,8.734875,14178,0,0,0,0,0,0,0,0,7.26315789473684,7.26315789473684,7.26315789473684,7.26315789473684,7.26315789473684,7.26315789473684,7.26315789473684,7.26315789473684,29.5716114345425,NA
"Uetikon am See",47.269368,8.68316,5988,0,0,0,0,0,0,0,0,5.1140350877193,5.1140350877193,5.1140350877193,5.1140350877193,5.1140350877193,5.1140350877193,5.1140350877193,5.1140350877193,26.1168877099912,NA
"Zollikon",47.339568,8.576126,12753,0,0,0,0,0,0,0,0,71.6432748538012,71.6432748538012,71.6432748538012,71.6432748538012,71.6432748538012,71.6432748538012,71.6432748538012,71.6432748538012,14.5298469348673,NA
"Fehraltorf",47.387371,8.752012,6307,0,0,0,0,0,0,0,0,2.63157894736842,2.63157894736842,2.63157894736842,2.63157894736842,2.63157894736842,2.63157894736842,2.63157894736842,2.63157894736842,27.55,NA
"Illnau-Effretikon",47.431422,8.715717,16327,0,0,0,0,0,0,0,0,7.88304093567251,7.88304093567251,7.88304093567251,7.88304093567251,7.88304093567251,7.88304093567251,7.88304093567251,7.88304093567251,28.5781832298137,NA
"Kyburg",47.457086,8.744344,407,0,0,0,0,0,0,0,0,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,32.2608787050662,NA
"Lindau",47.442668,8.672284,5388,0,0,0,0,0,0,0,0,29.7015151515151,29.7015151515151,29.7015151515151,29.7015151515151,29.7015151515151,29.7015151515151,29.7015151515151,29.7015151515151,22.1891695212885,NA
"Pfäffikon",47.200306,8.778075,11454,0,0,0,0,0,0,0,0,19.9154411764706,19.9154411764706,19.9154411764706,19.9154411764706,19.9154411764706,19.9154411764706,19.9154411764706,19.9154411764706,43.5214199190384,NA
"Weisslingen",47.43185,8.764098,3261,0,0,0,0,0,0,0,0,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,39,NA
"Wila",47.419985,8.845368,1931,0,0,0,0,0,0,0,0,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,50,NA
"Dübendorf",47.396824,8.618302,26844,0,0,0,0,0,0,0,0,17.1666666666667,17.1666666666667,17.1666666666667,17.1666666666667,17.1666666666667,17.1666666666667,17.1666666666667,17.1666666666667,15.425641025641,NA
"Greifensee",47.366248,8.678669,5374,0,0,0,0,0,0,0,0,6.42105263157895,6.42105263157895,6.42105263157895,6.42105263157895,6.42105263157895,6.42105263157895,6.42105263157895,6.42105263157895,22.6666666666667,NA
"Schwerzenbach",47.381502,8.652301,5001,0,0,0,0,0,0,0,0,18.1111111111111,18.1111111111111,18.1111111111111,18.1111111111111,18.1111111111111,18.1111111111111,18.1111111111111,18.1111111111111,18.3898887434555,NA
"Uster",47.351207,8.717922,33886,0,0,0,0,0,0,0,0,12.9385964912281,12.9385964912281,12.9385964912281,12.9385964912281,12.9385964912281,12.9385964912281,12.9385964912281,12.9385964912281,20.7459384683488,NA
"Elgg",47.494575,8.866213,4218,0,0,0,0,0,0,0,0,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,40,NA
"Elsau",47.50207,8.805757,3480,0,0,0,0,0,0,0,0,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,36,NA
"Hettlingen",47.546775,8.709514,3114,0,0,0,0,0,0,0,0,3.70588235294118,3.70588235294118,3.70588235294118,3.70588235294118,3.70588235294118,3.70588235294118,3.70588235294118,3.70588235294118,32,NA
"Seuzach",47.534596,8.733834,7211,0,0,0,0,0,0,0,0,2.94117647058824,2.94117647058824,2.94117647058824,2.94117647058824,2.94117647058824,2.94117647058824,2.94117647058824,2.94117647058824,35.625,NA
"Turbenthal",47.436815,8.848521,4472,0,0,0,0,0,0,0,0,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,47,NA
"Winterthur",47.499172,8.72915,108268,4.86607142857143,4.91071428571429,4.71428571428571,5.91964285714286,3.86607142857143,5.97321428571429,7.97899159663866,5.46128451380552,29.5686469962786,29.5686469962786,29.5686469962786,29.5686469962786,29.5686469962786,29.5686469962786,29.5686469962786,29.5686469962786,28.6893417658806,94.348233290762
"Zell (ZH)",47.449333,8.815793,5700,0,0,0,0,0,0,0,0,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,43,NA
"Birmensdorf (ZH)",47.351952,8.439633,6254,0,0,0,0,0,0,0,0,6.85380116959064,6.85380116959064,6.85380116959064,6.85380116959064,6.85380116959064,6.85380116959064,6.85380116959064,6.85380116959064,18.1496624156039,NA
"Dietikon",47.406883,8.402089,26711,0,0,0,0,0,0,0,0,19.3215592457079,19.3215592457079,19.3215592457079,19.3215592457079,19.3215592457079,19.3215592457079,19.3215592457079,19.3215592457079,14.9969014307587,NA
"Oberengstringen",47.409141,8.462693,6575,1.4,1.53333333333333,1.6,1.53333333333333,1.8,2.6,2.46666666666667,1.84761904761905,197.121967963387,197.121967963387,197.121967963387,197.121967963387,197.121967963387,197.121967963387,197.121967963387,197.121967963387,15.1292178455131,83.5064935064935
"Schlieren",47.396515,8.444486,18453,0,0,0,0,0,0,0,0,7.73913043478261,7.73913043478261,7.73913043478261,7.73913043478261,7.73913043478261,7.73913043478261,7.73913043478261,7.73913043478261,11.4811111111111,NA
"Uitikon",47.370576,8.453096,4112,0,0,0,0,0,0,0,0,2.11111111111111,2.11111111111111,2.11111111111111,2.11111111111111,2.11111111111111,2.11111111111111,2.11111111111111,2.11111111111111,14,NA
"Unterengstringen",47.413093,8.449094,3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,NA
"Urdorf",47.384708,8.4259,9688,0,0,0,0,0,0,0,0,17.465178096757,17.465178096757,17.465178096757,17.465178096757,17.465178096757,17.465178096757,17.465178096757,17.465178096757,14.5800801418464,NA
"Zürich",47.372396,8.542322,396955,9.7650922177238,11.0935752843648,11.5848242400874,11.2584474005527,12.4003663003663,12.9391511266511,14.3530991883933,0,0,0,0,0,0,0,0,NA,9.05116242066534,73.4684379089689
"Wiesendangen",47.521305,8.78899,6226,0,0,0,0,0,0,0,0,10.5948529411765,10.5948529411765,10.5948529411765,10.5948529411765,10.5948529411765,10.5948529411765,10.5948529411765,10.5948529411765,39.7296511627907,NA
"Aarberg",47.044335,7.2753,4529,3.29411764705882,3.29411764705882,3.29411764705882,3.29411764705882,15.192513368984,14.2540106951872,2.11764705882353,6.39152024446142,0,0,0,0,0,0,0,0,NA,37.9269005847953
"Grossaffoltern",47.066783,7.360892,2999,3.27777777777778,6.38888888888889,3.5,5.38888888888889,8.33333333333333,9,2.55555555555556,5.49206349206349,0,0,0,0,0,0,0,0,NA,23.6315789473684
"Kappelen",47.0607,7.267294,1350,0,0,0,0,6,6,0,1.71428571428571,0,0,0,0,0,0,0,0,NA,38.8333333333333
"Lyss",47.072137,7.305262,14341,10.1623931623932,14.3482905982906,10.3290598290598,10.3846153846154,25.5373048004627,26.2215153267785,6.48188405797101,14.7807233085102,0,0,0,0,0,0,0,0,NA,43.256462585034
"Meikirch",47.008866,7.363461,2386,16.0853113175095,16.0853113175095,16.0853113175095,16.0853113175095,16.0853113175095,13.8366013071895,12.0102124183007,15.1819100447196,0,0,0,0,0,0,0,0,NA,26.4113984566158
"Radelfingen",47.021938,7.273086,1256,14.843137254902,14.843137254902,14.843137254902,14.843137254902,14.843137254902,10.0522875816993,9.52941176470588,13.3996265172736,0,0,0,0,0,0,0,0,NA,33.5555555555556
"Schüpfen",47.039427,7.377898,3719,2.66666666666667,5.88888888888889,2.88888888888889,2.94444444444444,11.6666666666667,12,2.55555555555556,5.8015873015873,0,0,0,0,0,0,0,0,NA,20.7413793103448
"Seedorf (BE)",47.035109,7.311659,3002,15.3543956043956,15.3543956043956,15.3543956043956,15.3543956043956,15.3543956043956,14.9793956043956,11.0178571428571,14.6813186813187,0,0,0,0,0,0,0,0,NA,40.1190476190476
"Langenthal",47.211585,7.788843,15447,2.68421052631579,2.73684210526316,2.68421052631579,2.57894736842105,4.7,6.31578947368421,3.34782608695652,3.57826086956522,1.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,55.4712643678161,51.0042735042735
"Thunstetten",47.202355,7.758287,3258,0,0,0,0,6,6,0,1.71428571428571,0,0,0,0,0,0,0,0,NA,55.5
"Bern",46.948271,7.451451,0,0,0,0,0,0,0,0,1134.50929255899,11.7653163829634,11.7653163829634,11.7653163829634,11.7653163829634,11.7653163829634,11.7653163829634,11.7653163829634,11.7653163829634,NA,7.41848032648564
"Bolligen",46.975561,7.49833,6138,5.66666666666667,7.66666666666667,5.66666666666667,5.66666666666667,5.66666666666667,4.05555555555556,3.27777777777778,5.38095238095238,0,0,0,0,0,0,0,0,NA,14.5
